severity,confidence,vuln_type,vuln_type_encoded,scanner,exploitability,asset_value,exposure,risk_score,is_false_positive,is_test_file
3,2,xxe,2,CodeScanner,5.0,7.56,6.99,9,0,0
3,2,broken_access_control,83,CodeScanner,5.17,5.93,7.88,9,0,1
3,3,xss,48,CodeScanner,2.52,8.86,4.94,9,0,0
2,2,path_traversal,63,CodeScanner,5.26,7.97,4.88,8,0,0
4,3,security_misconfiguration,62,InfrastructureScanner,5.58,7.9,7.62,9,0,0
4,3,hardcoded_secret,47,CodeScanner,7.89,4.38,5.75,9,0,0
3,3,security_misconfiguration,62,InfrastructureScanner,5.91,6.89,6.98,9,0,0
2,1,xxe,2,CodeScanner,5.95,9.43,7.94,8,0,0
3,3,command_injection,24,CodeScanner,5.06,4.06,6.9,9,0,1
2,2,missing_authentication,40,CodeScanner,3.7,5.96,6.95,8,0,1
1,2,xxe,2,CodeScanner,3.01,6.91,6.54,5,1,0
2,1,command_injection,24,CodeScanner,5.9,5.97,6.93,8,0,0
1,3,sql_injection,11,CodeScanner,2.69,4.84,6.44,5,0,0
3,3,insecure_api,23,CodeScanner,6.66,7.11,4.56,9,0,0
2,3,weak_crypto,21,CodeScanner,5.25,9.14,5.54,9,0,0
3,3,security_misconfiguration,62,InfrastructureScanner,4.64,7.17,8.88,9,0,0
1,2,csrf,96,CodeScanner,3.71,5.88,7.27,6,0,0
1,2,insecure_api,23,CodeScanner,1.14,7.34,7.96,5,0,0
4,3,weak_crypto,21,CodeScanner,8.11,7.9,6.11,9,0,0
3,3,broken_access_control,83,CodeScanner,4.56,6.08,4.03,9,0,0
1,2,sql_injection,11,CodeScanner,2.04,7.8,5.78,5,0,0
1,3,insecure_api,23,CodeScanner,1.17,8.94,6.22,6,0,0
3,3,insecure_api,23,CodeScanner,8.72,7.81,5.65,9,0,0
2,3,security_misconfiguration,62,InfrastructureScanner,8.16,8.95,6.56,9,0,0
1,2,weak_crypto,21,CodeScanner,2.51,5.66,7.44,5,0,1
2,3,sql_injection,11,CodeScanner,2.91,5.75,6.95,8,0,0
2,2,xxe,2,CodeScanner,5.99,4.94,5.93,8,0,0
1,2,missing_authentication,40,CodeScanner,3.85,4.48,4.11,5,0,0
1,3,insecure_api,23,CodeScanner,1.97,9.82,4.75,6,0,0
3,3,sql_injection,11,CodeScanner,5.11,4.89,6.98,9,0,0
2,1,path_traversal,63,CodeScanner,7.61,5.36,5.63,8,1,0
1,1,insecure_api,23,CodeScanner,2.08,6.26,5.8,4,0,0
4,3,path_traversal,63,CodeScanner,8.41,5.5,6.7,9,0,0
4,3,weak_crypto,21,CodeScanner,7.05,7.21,7.09,9,0,0
3,3,csrf,96,CodeScanner,6.39,6.99,7.6,9,0,0
2,2,insecure_deserialization,14,CodeScanner,6.94,6.53,6.05,8,1,0
4,3,missing_authentication,40,CodeScanner,7.15,5.71,5.89,9,0,0
3,2,weak_crypto,21,CodeScanner,5.72,4.33,6.24,9,0,0
1,1,missing_authentication,40,CodeScanner,5.38,4.64,7.62,5,1,0
2,2,sql_injection,11,CodeScanner,3.11,6.87,7.16,8,1,0
4,3,hardcoded_secret,47,CodeScanner,4.91,6.82,6.55,9,0,0
2,2,path_traversal,63,CodeScanner,6.42,8.72,5.31,9,1,0
1,3,xxe,2,CodeScanner,1.68,5.47,4.11,5,0,0
1,3,sql_injection,11,CodeScanner,0.75,6.99,4.05,5,0,0
3,3,xxe,2,CodeScanner,1.96,8.89,7.05,9,0,0
3,3,command_injection,24,CodeScanner,5.58,8.79,5.56,9,0,0
2,2,vulnerable_dependency,71,DependencyScanner,8.18,5.94,7.45,9,1,1
4,2,command_injection,24,CodeScanner,6.25,8.47,4.3,9,0,1
1,2,csrf,96,CodeScanner,3.99,9.26,4.88,6,0,1
3,2,ssrf,42,CodeScanner,7.16,4.44,4.56,9,0,0
2,1,weak_crypto,21,CodeScanner,2.99,6.26,7.65,7,1,0
2,3,missing_authentication,40,CodeScanner,2.15,5.93,7.53,8,0,0
1,2,sql_injection,11,CodeScanner,7.05,6.36,6.85,7,0,1
3,3,broken_access_control,83,CodeScanner,6.23,6.09,6.39,9,0,1
3,2,ssrf,42,CodeScanner,5.43,5.55,6.77,9,0,1
4,3,vulnerable_dependency,71,DependencyScanner,6.01,7.21,7.78,9,0,0
3,3,vulnerable_dependency,71,DependencyScanner,4.87,5.19,7.23,9,0,1
4,3,broken_access_control,83,CodeScanner,6.43,6.58,4.6,9,0,0
2,3,path_traversal,63,CodeScanner,2.83,6.11,4.35,7,0,1
2,1,missing_authentication,40,CodeScanner,6.62,6.8,4.14,8,0,0
2,2,hardcoded_secret,47,CodeScanner,4.54,5.18,6.43,8,0,1
4,3,ssrf,42,CodeScanner,7.62,8.78,4.76,9,0,0
1,2,hardcoded_secret,47,CodeScanner,2.24,5.46,7.16,5,0,0
2,3,ssrf,42,CodeScanner,4.21,4.31,6.29,8,0,0
4,3,security_misconfiguration,62,InfrastructureScanner,9.02,7.04,7.97,9,0,1
2,2,sql_injection,11,CodeScanner,4.0,6.59,4.64,7,0,1
3,3,security_misconfiguration,62,InfrastructureScanner,5.25,6.58,8.73,9,0,1
3,3,weak_crypto,21,CodeScanner,4.2,4.44,7.36,9,0,1
2,3,xss,48,CodeScanner,3.74,8.64,4.72,8,0,0
1,2,command_injection,24,CodeScanner,1.77,4.44,7.88,5,0,0
2,2,insecure_deserialization,14,CodeScanner,1.69,6.91,6.78,7,0,0
2,3,missing_authentication,40,CodeScanner,5.57,4.89,6.25,8,0,0
3,3,csrf,96,CodeScanner,6.99,7.38,5.81,9,0,0
2,2,hardcoded_secret,47,CodeScanner,4.8,5.3,5.87,8,0,0
4,3,csrf,96,CodeScanner,6.32,5.53,6.55,9,0,0
2,3,security_misconfiguration,62,InfrastructureScanner,3.2,6.96,8.52,8,0,0
4,2,ssrf,42,CodeScanner,7.68,4.93,7.48,9,0,0
1,3,xxe,2,CodeScanner,2.84,9.99,6.41,6,0,0
2,2,security_misconfiguration,62,InfrastructureScanner,3.92,7.47,8.44,8,1,1
2,2,sql_injection,11,CodeScanner,7.16,4.71,5.42,8,0,0
1,1,xss,48,CodeScanner,2.27,7.47,5.0,5,0,0
1,3,insecure_api,23,CodeScanner,3.81,6.11,5.28,6,0,0
1,3,weak_crypto,21,CodeScanner,4.23,9.42,7.55,7,0,0
4,3,xss,48,CodeScanner,7.45,5.29,6.14,9,0,0
3,3,insecure_api,23,CodeScanner,4.07,6.49,6.92,9,0,0
3,3,vulnerable_dependency,71,DependencyScanner,2.97,7.1,7.08,9,0,0
1,2,vulnerable_dependency,71,DependencyScanner,1.09,6.35,7.07,5,0,1
2,3,xxe,2,CodeScanner,6.45,7.68,6.13,9,0,0
3,3,weak_crypto,21,CodeScanner,4.0,7.56,4.82,9,0,0
2,2,weak_crypto,21,CodeScanner,2.05,6.43,7.83,7,0,0
1,2,csrf,96,CodeScanner,4.03,7.34,4.96,6,0,0
2,1,xxe,2,CodeScanner,2.49,5.27,7.38,7,0,0
3,3,ssrf,42,CodeScanner,6.69,6.53,7.81,9,0,0
1,1,hardcoded_secret,47,CodeScanner,1.97,6.81,4.05,4,0,0
1,3,security_misconfiguration,62,InfrastructureScanner,3.6,6.45,8.49,6,0,0
3,3,sql_injection,11,CodeScanner,6.16,4.32,4.47,9,0,0
4,2,xxe,2,CodeScanner,8.79,6.42,5.75,9,0,0
2,2,hardcoded_secret,47,CodeScanner,5.42,5.67,4.53,8,0,0
3,3,security_misconfiguration,62,InfrastructureScanner,5.82,8.99,8.69,9,0,1
4,2,csrf,96,CodeScanner,8.69,4.75,7.35,9,0,0
1,2,xss,48,CodeScanner,0.69,5.11,4.78,4,0,1
1,2,path_traversal,63,CodeScanner,0.84,4.11,7.07,4,1,0
1,2,insecure_api,23,CodeScanner,4.06,4.04,5.65,5,0,1
2,1,weak_crypto,21,CodeScanner,3.79,8.85,5.27,7,0,0
3,3,hardcoded_secret,47,CodeScanner,5.03,5.08,7.73,9,0,0
3,2,vulnerable_dependency,71,DependencyScanner,6.4,7.73,7.82,9,0,1
1,2,insecure_api,23,CodeScanner,4.71,5.36,6.09,6,1,0
1,2,ssrf,42,CodeScanner,0.46,5.96,5.11,4,0,0
3,3,command_injection,24,CodeScanner,1.99,9.28,7.4,9,0,0
2,1,insecure_deserialization,14,CodeScanner,3.99,5.04,4.75,7,0,0
1,2,broken_access_control,83,CodeScanner,2.38,5.01,7.94,5,1,0
3,2,command_injection,24,CodeScanner,5.15,5.78,7.73,9,0,0
1,3,ssrf,42,CodeScanner,2.72,9.3,7.41,6,0,0
2,2,xxe,2,CodeScanner,2.07,4.06,7.91,7,0,1
1,2,path_traversal,63,CodeScanner,2.63,4.83,6.62,5,0,1
2,2,insecure_api,23,CodeScanner,7.76,4.74,7.01,9,0,1
2,3,xss,48,CodeScanner,3.99,4.66,6.17,8,0,0
2,1,missing_authentication,40,CodeScanner,8.63,6.96,5.09,8,0,0
3,3,vulnerable_dependency,71,DependencyScanner,7.75,6.88,5.24,9,0,0
1,2,ssrf,42,CodeScanner,2.64,9.37,4.67,5,0,0
1,3,vulnerable_dependency,71,DependencyScanner,1.85,6.87,5.81,5,0,0
2,3,csrf,96,CodeScanner,1.74,5.63,5.89,7,0,0
2,3,csrf,96,CodeScanner,6.87,5.19,7.93,9,0,0
1,3,broken_access_control,83,CodeScanner,1.91,4.38,4.64,5,0,0
1,2,csrf,96,CodeScanner,2.84,6.78,4.99,5,0,0
2,1,csrf,96,CodeScanner,3.72,5.32,7.09,7,0,0
2,2,broken_access_control,83,CodeScanner,3.17,5.52,6.21,7,0,0
1,3,hardcoded_secret,47,CodeScanner,1.2,7.05,5.92,5,0,0
2,2,xss,48,CodeScanner,3.6,5.61,5.24,7,0,0
2,2,hardcoded_secret,47,CodeScanner,5.22,6.9,7.24,8,1,0
3,2,command_injection,24,CodeScanner,5.56,7.38,4.25,9,0,0
2,2,insecure_api,23,CodeScanner,6.1,4.84,5.57,8,0,1
1,2,security_misconfiguration,62,InfrastructureScanner,1.66,7.23,8.13,5,0,0
3,3,xss,48,CodeScanner,7.09,6.36,5.46,9,0,0
4,3,ssrf,42,CodeScanner,5.38,4.63,5.67,9,0,0
2,1,missing_authentication,40,CodeScanner,4.94,4.58,5.66,7,0,0
3,3,sql_injection,11,CodeScanner,9.17,9.82,5.98,9,0,1
1,3,insecure_api,23,CodeScanner,5.35,7.21,6.15,7,1,0
3,2,insecure_deserialization,14,CodeScanner,4.92,8.64,5.11,9,1,0
2,3,security_misconfiguration,62,InfrastructureScanner,3.66,7.09,8.21,8,0,0
2,1,ssrf,42,CodeScanner,4.23,7.75,6.14,7,0,0
3,2,csrf,96,CodeScanner,5.02,5.46,4.8,9,0,1
1,3,insecure_deserialization,14,CodeScanner,4.76,8.3,6.69,7,0,0
1,3,ssrf,42,CodeScanner,5.27,4.31,5.54,6,0,0
2,3,weak_crypto,21,CodeScanner,0.73,6.66,6.55,7,0,0
2,2,broken_access_control,83,CodeScanner,5.24,6.0,7.42,8,0,0
3,3,vulnerable_dependency,71,DependencyScanner,4.89,5.46,7.59,9,0,0
3,2,csrf,96,CodeScanner,8.49,7.51,7.94,9,0,0
2,3,sql_injection,11,CodeScanner,4.96,9.77,4.41,9,0,0
2,2,security_misconfiguration,62,InfrastructureScanner,7.72,8.76,7.83,9,0,0
4,3,missing_authentication,40,CodeScanner,8.95,6.3,5.82,9,0,0
1,2,xss,48,CodeScanner,1.49,4.05,4.61,4,0,1
1,3,command_injection,24,CodeScanner,1.29,4.23,6.73,5,0,0
4,3,xxe,2,CodeScanner,8.26,4.36,4.98,9,0,1
2,2,insecure_deserialization,14,CodeScanner,1.06,4.41,7.74,7,0,0
4,3,xxe,2,CodeScanner,7.95,5.75,4.59,9,0,0
2,2,xss,48,CodeScanner,3.13,4.53,5.63,7,0,1
3,2,csrf,96,CodeScanner,2.59,9.95,7.64,9,0,1
2,2,path_traversal,63,CodeScanner,5.12,9.77,4.33,8,0,0
1,3,insecure_api,23,CodeScanner,3.87,8.51,6.72,6,0,0
1,2,path_traversal,63,CodeScanner,5.45,6.25,5.51,6,0,0
3,2,xss,48,CodeScanner,3.23,4.87,6.09,9,1,1
3,3,path_traversal,63,CodeScanner,5.66,6.16,4.18,9,0,0
3,2,vulnerable_dependency,71,DependencyScanner,7.6,6.63,6.91,9,0,0
3,2,ssrf,42,CodeScanner,7.92,9.64,5.13,9,0,0
4,2,security_misconfiguration,62,InfrastructureScanner,8.43,8.88,6.02,9,1,1
4,3,insecure_deserialization,14,CodeScanner,9.91,6.93,7.85,9,0,0
1,2,weak_crypto,21,CodeScanner,0.97,5.09,4.61,4,0,0
1,2,path_traversal,63,CodeScanner,3.99,5.72,5.86,5,0,0
4,3,csrf,96,CodeScanner,4.88,4.7,7.12,9,0,0
3,3,hardcoded_secret,47,CodeScanner,4.52,6.67,6.87,9,0,0
3,3,insecure_deserialization,14,CodeScanner,4.3,5.05,7.33,9,0,0
3,3,broken_access_control,83,CodeScanner,7.07,9.98,6.79,9,1,0
3,3,sql_injection,11,CodeScanner,6.19,5.11,4.85,9,0,0
2,1,insecure_api,23,CodeScanner,3.67,6.1,6.1,7,1,0
2,2,broken_access_control,83,CodeScanner,3.84,9.97,4.09,8,0,0
2,1,xss,48,CodeScanner,7.1,5.79,7.71,8,1,0
2,2,insecure_api,23,CodeScanner,4.53,4.64,7.13,8,0,1
2,2,missing_authentication,40,CodeScanner,4.81,4.6,7.56,8,1,0
1,2,broken_access_control,83,CodeScanner,2.18,9.48,5.17,5,0,0
3,3,path_traversal,63,CodeScanner,3.74,6.38,6.61,9,0,0
3,3,ssrf,42,CodeScanner,8.02,6.08,7.01,9,0,0
4,3,broken_access_control,83,CodeScanner,6.08,4.49,4.31,9,0,0
2,3,csrf,96,CodeScanner,5.46,4.1,6.8,8,0,1
2,2,csrf,96,CodeScanner,4.7,9.98,5.97,8,1,0
2,3,xxe,2,CodeScanner,2.14,9.48,6.55,8,0,0
1,3,sql_injection,11,CodeScanner,1.47,9.65,5.37,6,0,0
2,2,insecure_api,23,CodeScanner,5.25,4.23,5.37,8,0,0
3,3,broken_access_control,83,CodeScanner,2.28,5.28,7.56,9,0,0
1,2,xss,48,CodeScanner,2.77,7.88,7.11,6,0,0
2,2,vulnerable_dependency,71,DependencyScanner,6.22,7.45,7.12,9,0,1
4,3,sql_injection,11,CodeScanner,4.93,6.73,4.37,9,0,0
2,3,hardcoded_secret,47,CodeScanner,3.52,6.83,6.82,8,0,0
2,2,security_misconfiguration,62,InfrastructureScanner,6.45,8.76,8.72,9,0,0
3,3,weak_crypto,21,CodeScanner,4.07,6.2,4.29,9,0,0
3,3,path_traversal,63,CodeScanner,8.23,5.19,4.83,9,0,0
2,2,hardcoded_secret,47,CodeScanner,3.05,5.28,4.51,7,0,0
3,3,vulnerable_dependency,71,DependencyScanner,5.27,5.63,7.35,9,0,0
1,3,xxe,2,CodeScanner,6.95,5.59,5.09,7,0,0
2,2,xss,48,CodeScanner,6.8,6.03,5.63,8,0,1
3,3,insecure_deserialization,14,CodeScanner,3.78,5.62,6.31,9,0,0
4,2,weak_crypto,21,CodeScanner,7.62,8.19,7.93,9,0,0
3,3,path_traversal,63,CodeScanner,5.28,8.87,5.85,9,0,0
3,3,broken_access_control,83,CodeScanner,6.5,4.96,7.28,9,1,1
1,2,insecure_deserialization,14,CodeScanner,4.65,6.35,5.08,6,0,0
2,1,vulnerable_dependency,71,DependencyScanner,2.98,5.22,7.82,7,0,0
2,1,missing_authentication,40,CodeScanner,4.84,9.56,4.0,7,1,0
3,3,command_injection,24,CodeScanner,7.4,6.57,5.08,9,0,0
3,3,csrf,96,CodeScanner,6.94,4.77,7.0,9,0,0
3,3,csrf,96,CodeScanner,5.26,5.28,4.89,9,0,1
3,3,vulnerable_dependency,71,DependencyScanner,6.83,5.35,5.05,9,0,1
2,2,missing_authentication,40,CodeScanner,3.37,4.25,7.09,7,0,1
1,2,csrf,96,CodeScanner,1.9,9.05,5.01,5,0,0
3,3,insecure_api,23,CodeScanner,5.13,9.81,6.76,9,0,0
1,1,command_injection,24,CodeScanner,4.16,5.3,4.45,5,0,1
3,3,broken_access_control,83,CodeScanner,3.99,6.13,5.53,9,0,0
3,3,csrf,96,CodeScanner,3.68,6.28,4.73,9,0,0
2,1,hardcoded_secret,47,CodeScanner,2.83,6.68,6.31,7,1,0
3,2,missing_authentication,40,CodeScanner,2.99,4.76,5.6,9,1,1
2,1,broken_access_control,83,CodeScanner,7.93,9.4,7.7,9,1,0
1,2,csrf,96,CodeScanner,4.05,5.06,6.51,5,0,0
3,2,xxe,2,CodeScanner,6.01,6.8,4.15,9,0,0
2,3,weak_crypto,21,CodeScanner,2.58,9.95,5.48,8,0,0
4,3,path_traversal,63,CodeScanner,7.4,6.37,4.42,9,0,0
2,1,path_traversal,63,CodeScanner,3.55,5.65,5.18,7,0,0
3,3,xss,48,CodeScanner,4.89,4.09,5.48,9,0,0
2,2,xss,48,CodeScanner,4.14,7.07,7.74,8,1,0
4,3,path_traversal,63,CodeScanner,6.19,5.61,4.24,9,0,0
3,2,security_misconfiguration,62,InfrastructureScanner,6.5,7.8,6.71,9,0,0
2,3,insecure_deserialization,14,CodeScanner,3.97,8.97,7.48,9,0,0
2,2,path_traversal,63,CodeScanner,3.8,8.54,7.29,8,1,0
2,3,xxe,2,CodeScanner,6.7,5.14,4.18,8,0,0
2,2,path_traversal,63,CodeScanner,1.63,4.32,5.61,6,1,0
2,3,xss,48,CodeScanner,5.04,9.6,5.67,9,0,0
1,2,hardcoded_secret,47,CodeScanner,1.31,8.7,7.06,5,0,0
1,3,command_injection,24,CodeScanner,1.05,7.36,5.13,5,0,1
1,2,xss,48,CodeScanner,3.72,6.65,5.41,5,0,0
1,1,broken_access_control,83,CodeScanner,2.32,6.51,6.29,5,0,0
3,3,insecure_api,23,CodeScanner,3.41,5.17,5.89,9,0,0
4,3,ssrf,42,CodeScanner,8.32,6.17,6.8,9,0,0
2,2,missing_authentication,40,CodeScanner,6.66,6.43,4.06,8,0,0
2,3,ssrf,42,CodeScanner,4.58,6.72,4.23,8,0,0
3,2,security_misconfiguration,62,InfrastructureScanner,6.89,7.33,6.04,9,0,1
2,2,csrf,96,CodeScanner,4.82,8.75,5.76,8,1,0
1,2,xxe,2,CodeScanner,4.34,5.91,4.92,5,0,0
3,2,path_traversal,63,CodeScanner,4.68,6.96,5.0,9,0,0
2,2,security_misconfiguration,62,InfrastructureScanner,7.35,8.01,7.94,9,1,0
1,2,weak_crypto,21,CodeScanner,4.09,5.75,7.48,6,1,0
1,1,hardcoded_secret,47,CodeScanner,3.84,4.3,5.99,5,1,0
2,1,ssrf,42,CodeScanner,2.41,4.54,5.73,6,0,0
1,1,security_misconfiguration,62,InfrastructureScanner,4.06,7.67,6.33,5,0,0
1,3,weak_crypto,21,CodeScanner,3.03,4.51,7.41,6,0,0
2,1,vulnerable_dependency,71,DependencyScanner,5.66,7.16,6.32,8,0,0
2,2,sql_injection,11,CodeScanner,5.51,5.04,6.27,8,0,0
3,2,insecure_deserialization,14,CodeScanner,5.26,6.42,5.86,9,0,0
1,3,sql_injection,11,CodeScanner,1.05,4.69,7.61,5,0,1
2,2,vulnerable_dependency,71,DependencyScanner,4.25,6.32,7.39,8,0,0
3,2,xss,48,CodeScanner,3.35,6.65,7.64,9,0,0
3,3,command_injection,24,CodeScanner,4.5,8.67,7.7,9,0,1
3,3,hardcoded_secret,47,CodeScanner,5.43,5.57,5.44,9,0,1
2,2,ssrf,42,CodeScanner,5.59,5.22,5.08,8,0,1
3,3,insecure_api,23,CodeScanner,6.91,8.3,4.23,9,0,0
1,2,security_misconfiguration,62,InfrastructureScanner,2.48,6.37,7.37,5,0,1
3,2,hardcoded_secret,47,CodeScanner,7.3,8.24,5.93,9,0,0
2,2,hardcoded_secret,47,CodeScanner,1.92,4.8,6.36,7,0,0
2,3,security_misconfiguration,62,InfrastructureScanner,3.13,8.19,7.03,8,0,0
2,1,sql_injection,11,CodeScanner,2.81,6.51,5.82,7,0,0
2,3,security_misconfiguration,62,InfrastructureScanner,6.67,6.47,8.08,9,0,1
2,1,insecure_api,23,CodeScanner,2.24,6.16,4.62,6,0,0
3,3,security_misconfiguration,62,InfrastructureScanner,7.47,6.67,6.21,9,0,0
1,3,xss,48,CodeScanner,3.06,9.53,6.31,6,0,0
3,3,insecure_deserialization,14,CodeScanner,8.57,5.53,7.95,9,1,0
1,2,xxe,2,CodeScanner,1.05,8.48,5.47,5,0,0
2,2,weak_crypto,21,CodeScanner,7.32,9.64,5.76,9,0,0
2,2,xss,48,CodeScanner,6.11,7.96,5.1,8,0,0
2,2,insecure_deserialization,14,CodeScanner,3.55,5.98,6.53,7,0,0
3,3,xxe,2,CodeScanner,6.34,4.97,6.1,9,0,1
1,3,security_misconfiguration,62,InfrastructureScanner,0.21,7.88,6.0,5,0,0
2,1,vulnerable_dependency,71,DependencyScanner,7.39,5.91,7.17,8,0,0
1,1,insecure_deserialization,14,CodeScanner,2.5,6.56,6.5,5,0,0
2,2,hardcoded_secret,47,CodeScanner,2.95,6.17,6.74,7,0,0
2,2,vulnerable_dependency,71,DependencyScanner,4.79,6.24,6.73,8,0,0
2,2,path_traversal,63,CodeScanner,3.18,8.05,6.39,8,0,1
2,2,insecure_deserialization,14,CodeScanner,3.41,5.54,7.31,7,0,1
2,3,ssrf,42,CodeScanner,4.72,4.65,4.7,8,0,0
4,3,path_traversal,63,CodeScanner,6.87,7.65,4.1,9,0,0
2,3,security_misconfiguration,62,InfrastructureScanner,7.58,7.4,8.04,9,0,0
2,2,sql_injection,11,CodeScanner,8.13,6.79,6.51,9,0,1
3,3,sql_injection,11,CodeScanner,8.01,4.38,4.94,9,0,0
2,2,insecure_deserialization,14,CodeScanner,4.26,6.92,6.42,8,0,0
2,3,vulnerable_dependency,71,DependencyScanner,5.14,5.89,6.32,8,0,0
2,3,ssrf,42,CodeScanner,4.74,5.13,6.79,8,0,0
1,3,insecure_deserialization,14,CodeScanner,3.48,6.72,7.16,6,0,0
2,1,vulnerable_dependency,71,DependencyScanner,4.19,6.12,7.23,7,1,0
2,3,missing_authentication,40,CodeScanner,5.61,8.59,7.21,9,0,0
2,2,command_injection,24,CodeScanner,3.46,6.94,4.52,7,0,1
3,3,csrf,96,CodeScanner,4.49,5.09,6.45,9,0,0
2,1,ssrf,42,CodeScanner,2.78,7.23,5.24,7,0,0
1,3,sql_injection,11,CodeScanner,1.52,4.21,6.73,5,0,0
2,2,weak_crypto,21,CodeScanner,3.98,4.3,7.15,7,0,0
4,3,insecure_api,23,CodeScanner,8.96,8.72,7.35,9,0,0
4,2,xxe,2,CodeScanner,7.6,9.65,6.12,9,0,0
2,3,security_misconfiguration,62,InfrastructureScanner,4.47,6.81,7.29,8,0,0
2,1,vulnerable_dependency,71,DependencyScanner,1.73,7.42,6.68,7,0,0
2,2,broken_access_control,83,CodeScanner,2.44,5.62,5.71,7,0,0
1,2,security_misconfiguration,62,InfrastructureScanner,2.36,7.86,7.75,6,0,0
1,2,weak_crypto,21,CodeScanner,6.94,5.09,4.25,6,1,0
4,3,insecure_api,23,CodeScanner,7.71,6.3,4.79,9,0,0
2,3,xxe,2,CodeScanner,4.48,4.94,4.66,8,0,1
3,2,insecure_api,23,CodeScanner,7.19,6.84,4.54,9,0,0
1,1,ssrf,42,CodeScanner,2.94,4.49,4.81,4,0,0
2,2,csrf,96,CodeScanner,5.3,8.87,6.36,8,1,0
2,3,insecure_deserialization,14,CodeScanner,4.26,8.97,7.16,9,0,0
2,3,broken_access_control,83,CodeScanner,5.9,9.63,4.42,9,0,1
2,3,insecure_api,23,CodeScanner,3.04,5.04,4.02,7,0,1
3,3,security_misconfiguration,62,InfrastructureScanner,5.2,8.91,6.96,9,0,1
3,3,hardcoded_secret,47,CodeScanner,6.94,6.4,6.44,9,0,0
2,2,xxe,2,CodeScanner,1.63,9.93,6.35,7,0,0
1,2,vulnerable_dependency,71,DependencyScanner,3.41,5.48,7.79,6,0,0
4,3,broken_access_control,83,CodeScanner,7.02,6.68,4.13,9,0,0
1,2,vulnerable_dependency,71,DependencyScanner,2.49,7.46,6.62,5,0,0
2,1,csrf,96,CodeScanner,3.64,8.59,7.84,8,1,1
3,3,insecure_api,23,CodeScanner,3.53,4.41,4.15,9,0,1
2,2,hardcoded_secret,47,CodeScanner,7.19,4.75,4.63,8,1,0
3,3,xss,48,CodeScanner,5.78,7.97,5.64,9,0,0
4,3,missing_authentication,40,CodeScanner,8.18,7.15,7.32,9,0,0
2,3,insecure_api,23,CodeScanner,5.97,8.52,5.82,9,0,0
3,2,xxe,2,CodeScanner,7.74,4.12,7.86,9,1,0
2,3,ssrf,42,CodeScanner,5.73,7.56,4.02,8,0,0
2,2,path_traversal,63,CodeScanner,1.38,9.8,5.22,7,0,0
3,2,xss,48,CodeScanner,5.32,4.31,6.13,9,0,1
3,2,command_injection,24,CodeScanner,2.16,6.63,5.8,9,0,1
2,1,sql_injection,11,CodeScanner,5.77,5.06,4.12,7,0,0
3,3,command_injection,24,CodeScanner,5.19,6.43,7.41,9,0,0
3,2,xss,48,CodeScanner,4.85,7.62,5.6,9,0,0
1,3,xxe,2,CodeScanner,4.66,6.35,4.09,6,0,0
2,3,command_injection,24,CodeScanner,6.88,4.19,5.37,8,0,0
1,2,missing_authentication,40,CodeScanner,1.28,4.36,4.89,4,0,0
3,2,insecure_api,23,CodeScanner,2.33,4.9,6.46,9,0,0
2,2,hardcoded_secret,47,CodeScanner,4.21,5.64,4.25,7,0,1
4,3,csrf,96,CodeScanner,8.35,5.95,5.65,9,0,0
2,3,command_injection,24,CodeScanner,3.31,8.51,7.22,8,0,0
3,3,missing_authentication,40,CodeScanner,6.86,9.25,4.71,9,1,0
2,2,csrf,96,CodeScanner,2.4,6.09,6.54,7,0,1
2,2,hardcoded_secret,47,CodeScanner,4.62,6.15,4.17,7,0,0
3,3,weak_crypto,21,CodeScanner,5.9,4.81,7.26,9,0,0
3,2,insecure_deserialization,14,CodeScanner,3.84,4.57,6.89,9,0,0
1,3,command_injection,24,CodeScanner,3.1,9.94,6.82,6,0,0
1,2,xss,48,CodeScanner,4.8,8.05,4.65,6,1,0
3,3,insecure_deserialization,14,CodeScanner,3.95,4.95,6.02,9,0,1
3,3,weak_crypto,21,CodeScanner,2.5,5.6,6.77,9,0,0
3,3,missing_authentication,40,CodeScanner,2.83,8.59,5.67,9,0,0
1,2,sql_injection,11,CodeScanner,2.99,4.2,5.86,5,0,0
3,3,insecure_deserialization,14,CodeScanner,5.76,4.41,4.81,9,0,0
4,3,path_traversal,63,CodeScanner,6.73,5.36,6.1,9,0,0
4,2,hardcoded_secret,47,CodeScanner,8.72,6.46,7.52,9,0,0
2,2,broken_access_control,83,CodeScanner,6.58,8.2,4.3,8,0,0
2,2,command_injection,24,CodeScanner,7.29,6.38,4.76,8,0,0
2,2,ssrf,42,CodeScanner,2.81,6.98,5.82,7,0,0
3,3,path_traversal,63,CodeScanner,2.05,4.04,7.08,9,0,1
1,2,insecure_deserialization,14,CodeScanner,6.56,5.98,7.6,7,0,0
1,1,xss,48,CodeScanner,3.79,5.71,4.94,5,0,0
3,2,ssrf,42,CodeScanner,8.64,9.38,4.92,9,0,0
4,3,hardcoded_secret,47,CodeScanner,7.56,4.44,7.14,9,0,0
2,2,sql_injection,11,CodeScanner,4.88,6.15,5.48,8,0,0
2,3,security_misconfiguration,62,InfrastructureScanner,4.41,8.86,8.13,9,0,0
2,2,path_traversal,63,CodeScanner,6.03,8.47,7.29,9,0,0
4,3,csrf,96,CodeScanner,4.25,4.91,4.95,9,0,0
2,3,sql_injection,11,CodeScanner,4.26,4.29,7.43,8,0,0
